Year,Month,Day,ProtectionUnit,TotalFires,Acres,reportdate
2016,5,25,GAD,4.0,198.2,2016-05-25
2016,5,25,MID,24.0,185.4,2016-05-25
2016,5,25,TAD,2.0,3.1,2016-05-25
2016,5,25,UYD,1.0,55.0,2016-05-25
2016,5,25,CRS,3.0,0.3,2016-05-25
2016,5,25,DAS,9.0,5.7,2016-05-25
2016,5,25,FAS,17.0,3146.1,2016-05-25
2016,5,25,KKS,40.0,5.3,2016-05-25
2016,5,25,MSS,39.0,67.3,2016-05-25
2016,5,25,TAS,7.0,13.5,2016-05-25
2016,5,26,SWS,4.0,10.0,2016-05-26
2016,5,26,GAD,4.0,198.2,2016-05-26
2016,5,26,MID,24.0,185.4,2016-05-26
2016,5,26,TAD,2.0,3.1,2016-05-26
2016,5,26,UYD,1.0,55.0,2016-05-26
2016,5,26,CRS,3.0,0.3,2016-05-26
2016,5,26,DAS,9.0,5.7,2016-05-26
2016,5,26,FAS,17.0,3146.1,2016-05-26
2016,5,26,KKS,43.0,5.6,2016-05-26
2016,5,26,MSS,40.0,67.4,2016-05-26
2016,5,26,TAS,7.0,13.5,2016-05-26
2016,5,27,SWS,4.0,10.0,2016-05-27
2016,5,27,GAD,4.0,198.2,2016-05-27
2016,5,27,MID,24.0,185.4,2016-05-27
2016,5,27,TAD,2.0,3.1,2016-05-27
2016,5,27,UYD,1.0,55.0,2016-05-27
2016,5,27,CRS,3.0,0.3,2016-05-27
2016,5,27,DAS,9.0,5.7,2016-05-27
2016,5,27,FAS,17.0,3146.1,2016-05-27
2016,5,27,KKS,46.0,5.9,2016-05-27
2016,5,27,MSS,43.0,67.9,2016-05-27
2016,5,27,TAS,7.0,13.5,2016-05-27
2016,5,28,SWS,4.0,10.0,2016-05-28
2016,5,28,GAD,4.0,198.2,2016-05-28
2016,5,28,MID,24.0,185.4,2016-05-28
2016,5,28,TAD,2.0,3.1,2016-05-28
2016,5,28,UYD,1.0,55.0,2016-05-28
2016,5,28,CRS,4.0,0.4,2016-05-28
2016,5,28,DAS,9.0,5.7,2016-05-28
2016,5,28,FAS,17.0,3146.1,2016-05-28
2016,5,28,KKS,49.0,6.2,2016-05-28
2016,5,28,MSS,45.0,93.0,2016-05-28
2016,5,28,TAS,7.0,13.5,2016-05-28
2016,5,29,SWS,5.0,10.1,2016-05-29
2016,5,29,GAD,4.0,198.2,2016-05-29
2016,5,29,MID,24.0,185.4,2016-05-29
2016,5,29,TAD,2.0,3.1,2016-05-29
2016,5,29,UYD,1.0,55.0,2016-05-29
2016,5,29,CRS,5.0,0.5,2016-05-29
2016,5,29,DAS,9.0,5.7,2016-05-29
2016,5,29,FAS,17.0,3146.1,2016-05-29
2016,5,29,KKS,54.0,6.8,2016-05-29
2016,5,29,MSS,45.0,93.0,2016-05-29
2016,5,29,TAS,7.0,13.5,2016-05-29
2016,5,30,SWS,8.0,1980.2,2016-05-30
2016,5,30,GAD,4.0,258.2,2016-05-30
2016,5,30,MID,24.0,185.4,2016-05-30
2016,5,30,TAD,2.0,3.1,2016-05-30
2016,5,30,UYD,1.0,55.0,2016-05-30
2016,5,30,CRS,5.0,0.5,2016-05-30
2016,5,30,DAS,10.0,5.8,2016-05-30
2016,5,30,FAS,20.0,3146.4,2016-05-30
2016,5,30,KKS,61.0,7.5,2016-05-30
2016,5,30,MSS,48.0,93.3,2016-05-30
2016,5,30,TAS,7.0,13.5,2016-05-30
2016,5,31,SWS,8.0,2510.2,2016-05-31
2016,5,31,GAD,5.0,258.3,2016-05-31
2016,5,31,MID,24.0,185.4,2016-05-31
2016,5,31,TAD,2.0,3.1,2016-05-31
2016,5,31,UYD,1.0,55.0,2016-05-31
2016,5,31,CRS,5.0,0.5,2016-05-31
2016,5,31,DAS,10.0,5.8,2016-05-31
2016,5,31,FAS,20.0,3146.4,2016-05-31
2016,5,31,KKS,61.0,7.5,2016-05-31
2016,5,31,MSS,51.0,93.6,2016-05-31
2016,5,31,TAS,7.0,13.5,2016-05-31
2016,6,1,SWS,8.0,8140.3,2016-06-01
2016,6,1,GAD,5.0,258.3,2016-06-01
2016,6,1,MID,24.0,185.4,2016-06-01
2016,6,1,TAD,2.0,3.1,2016-06-01
2016,6,1,UYD,1.0,55.0,2016-06-01
2016,6,1,CRS,5.0,0.5,2016-06-01
2016,6,1,DAS,10.0,5.8,2016-06-01
2016,6,1,FAS,22.0,3146.7,2016-06-01
2016,6,1,KKS,63.0,7.7,2016-06-01
2016,6,1,MSS,51.0,93.6,2016-06-01
2016,6,1,TAS,7.0,13.5,2016-06-01
2016,6,1,CGF,1.0,2.9,2016-06-01
2016,6,2,SWS,8.0,10498.3,2016-06-02
2016,6,2,GAD,5.0,268.8,2016-06-02
2016,6,2,MID,26.0,185.6,2016-06-02
2016,6,2,TAD,4.0,303.4,2016-06-02
2016,6,2,UYD,1.0,55.0,2016-06-02
2016,6,2,CRS,5.0,0.5,2016-06-02
2016,6,2,DAS,11.0,5.9,2016-06-02
2016,6,2,FAS,22.0,3146.7,2016-06-02
2016,6,2,KKS,64.0,7.9,2016-06-02
2016,6,2,MSS,52.0,94.6,2016-06-02
2016,6,2,TAS,7.0,13.5,2016-06-02
2016,6,2,CGF,1.0,2.9,2016-06-02
2016,6,3,SWS,10.0,10520.3,2016-06-03
2016,6,3,GAD,5.0,268.8,2016-06-03
2016,6,3,MID,26.0,185.6,2016-06-03
2016,6,3,TAD,4.0,303.4,2016-06-03
2016,6,3,UYD,1.0,55.0,2016-06-03
2016,6,3,CRS,5.0,0.5,2016-06-03
2016,6,3,DAS,12.0,6.0,2016-06-03
2016,6,3,FAS,22.0,3146.7,2016-06-03
2016,6,3,KKS,65.0,8.0,2016-06-03
2016,6,3,MSS,53.0,94.7,2016-06-03
2016,6,3,TAS,7.0,13.5,2016-06-03
2016,6,3,CGF,1.0,2.9,2016-06-03
2016,6,4,SWS,11.0,10520.3,2016-06-04
2016,6,4,GAD,8.0,1208.9,2016-06-04
2016,6,4,MID,26.0,185.6,2016-06-04
2016,6,4,TAD,4.0,303.4,2016-06-04
2016,6,4,UYD,1.0,55.0,2016-06-04
2016,6,4,CRS,5.0,0.5,2016-06-04
2016,6,4,DAS,12.0,6.0,2016-06-04
2016,6,4,FAS,22.0,3145.7,2016-06-04
2016,6,4,KKS,65.0,8.0,2016-06-04
2016,6,4,MSS,54.0,94.8,2016-06-04
2016,6,4,TAS,8.0,13.6,2016-06-04
2016,6,4,CGF,1.0,2.9,2016-06-04
2016,6,5,SWS,11.0,11392.6,2016-06-05
2016,6,5,GAD,8.0,3619.9,2016-06-05
2016,6,5,MID,26.0,185.6,2016-06-05
2016,6,5,TAD,5.0,404.4,2016-06-05
2016,6,5,UYD,1.0,55.0,2016-06-05
2016,6,5,CRS,5.0,0.5,2016-06-05
2016,6,5,DAS,12.0,6.0,2016-06-05
2016,6,5,FAS,23.0,3146.8,2016-06-05
2016,6,5,KKS,65.0,8.0,2016-06-05
2016,6,5,MSS,55.0,94.9,2016-06-05
2016,6,5,TAS,8.0,13.6,2016-06-05
2016,6,5,CGF,1.0,2.9,2016-06-05
2016,6,6,SWS,11.0,11392.6,2016-06-06
2016,6,6,GAD,9.0,3679.9,2016-06-06
2016,6,6,MID,26.0,185.6,2016-06-06
2016,6,6,TAD,5.0,404.4,2016-06-06
2016,6,6,UYD,1.0,55.0,2016-06-06
2016,6,6,CRS,5.0,0.5,2016-06-06
2016,6,6,DAS,12.0,6.0,2016-06-06
2016,6,6,FAS,23.0,3146.8,2016-06-06
2016,6,6,KKS,65.0,8.0,2016-06-06
2016,6,6,MSS,55.0,94.9,2016-06-06
2016,6,6,TAS,8.0,13.6,2016-06-06
2016,6,6,CGF,1.0,2.9,2016-06-06
2016,6,7,SWS,11.0,11792.6,2016-06-07
2016,6,7,GAD,9.0,3705.9,2016-06-07
2016,6,7,MID,26.0,185.6,2016-06-07
2016,6,7,TAD,6.0,423.5,2016-06-07
2016,6,7,UYD,1.0,55.0,2016-06-07
2016,6,7,CRS,5.0,0.5,2016-06-07
2016,6,7,DAS,12.0,6.0,2016-06-07
2016,6,7,FAS,23.0,3146.8,2016-06-07
2016,6,7,KKS,65.0,8.0,2016-06-07
2016,6,7,MSS,55.0,94.9,2016-06-07
2016,6,7,TAS,8.0,13.6,2016-06-07
2016,6,7,CGF,1.0,2.9,2016-06-07
2016,6,8,SWS,9.0,11827.0,2016-06-08
2016,6,8,GAD,10.0,7015.9,2016-06-08
2016,6,8,MID,26.0,185.6,2016-06-08
2016,6,8,TAD,6.0,424.4,2016-06-08
2016,6,8,UYD,1.0,55.0,2016-06-08
2016,6,8,CRS,5.0,0.5,2016-06-08
2016,6,8,DAS,12.0,6.0,2016-06-08
2016,6,8,FAS,23.0,3148.0,2016-06-08
2016,6,8,KKS,65.0,8.0,2016-06-08
2016,6,8,MSS,55.0,94.9,2016-06-08
2016,6,8,TAS,8.0,13.6,2016-06-08
2016,6,8,CGF,1.0,2.9,2016-06-08
2016,6,9,SWS,9.0,11827.0,2016-06-09
2016,6,9,GAD,10.0,15532.9,2016-06-09
2016,6,9,MID,26.0,185.6,2016-06-09
2016,6,9,TAD,6.0,424.4,2016-06-09
2016,6,9,UYD,1.0,55.0,2016-06-09
2016,6,9,CRS,5.0,0.5,2016-06-09
2016,6,9,DAS,12.0,6.0,2016-06-09
2016,6,9,FAS,23.0,3148.0,2016-06-09
2016,6,9,KKS,65.0,8.0,2016-06-09
2016,6,9,MSS,55.0,94.9,2016-06-09
2016,6,9,TAS,8.0,13.6,2016-06-09
2016,6,9,CGF,1.0,2.9,2016-06-09
2016,6,10,SWS,9.0,11827.0,2016-06-10
2016,6,10,GAD,10.0,23705.9,2016-06-10
2016,6,10,MID,26.0,185.6,2016-06-10
2016,6,10,TAD,6.0,424.4,2016-06-10
2016,6,10,UYD,1.0,55.0,2016-06-10
2016,6,10,CRS,5.0,0.5,2016-06-10
2016,6,10,DAS,12.0,6.0,2016-06-10
2016,6,10,FAS,24.0,3148.1,2016-06-10
2016,6,10,KKS,65.0,8.0,2016-06-10
2016,6,10,MSS,55.0,94.9,2016-06-10
2016,6,10,TAS,8.0,13.6,2016-06-10
2016,6,10,CGF,1.0,2.9,2016-06-10
2016,6,11,SWS,9.0,11827.0,2016-06-11
2016,6,11,GAD,11.0,24879.9,2016-06-11
2016,6,11,MID,26.0,185.6,2016-06-11
2016,6,11,TAD,6.0,567.4,2016-06-11
2016,6,11,UYD,1.0,55.0,2016-06-11
2016,6,11,CRS,5.0,0.5,2016-06-11
2016,6,11,DAS,12.0,6.0,2016-06-11
2016,6,11,FAS,24.0,3148.1,2016-06-11
2016,6,11,KKS,65.0,8.0,2016-06-11
2016,6,11,MSS,58.0,96.2,2016-06-11
2016,6,11,TAS,8.0,13.6,2016-06-11
2016,6,11,CGF,2.0,3.0,2016-06-11
2016,6,12,SWS,9.0,11827.0,2016-06-12
2016,6,12,GAD,12.0,26876.2,2016-06-12
2016,6,12,MID,26.0,185.6,2016-06-12
2016,6,12,TAD,6.0,567.4,2016-06-12
2016,6,12,UYD,1.0,55.0,2016-06-12
2016,6,12,CRS,5.0,0.5,2016-06-12
2016,6,12,DAS,12.0,6.0,2016-06-12
2016,6,12,FAS,24.0,3148.1,2016-06-12
2016,6,12,KKS,66.0,8.1,2016-06-12
2016,6,12,MSS,58.0,96.2,2016-06-12
2016,6,12,TAS,8.0,13.6,2016-06-12
2016,6,12,CGF,2.0,3.0,2016-06-12
2016,6,13,SWS,9.0,11827.0,2016-06-13
2016,6,13,GAD,12.0,26987.6,2016-06-13
2016,6,13,MID,26.0,185.6,2016-06-13
2016,6,13,TAD,6.0,567.4,2016-06-13
2016,6,13,UYD,1.0,55.0,2016-06-13
2016,6,13,CRS,5.0,0.5,2016-06-13
2016,6,13,DAS,12.0,6.0,2016-06-13
2016,6,13,FAS,24.0,3148.1,2016-06-13
2016,6,13,KKS,66.0,8.1,2016-06-13
2016,6,13,MSS,58.0,96.2,2016-06-13
2016,6,13,TAS,8.0,13.6,2016-06-13
2016,6,13,CGF,2.0,3.0,2016-06-13
2016,6,14,SWS,9.0,11827.0,2016-06-14
2016,6,14,GAD,12.0,27521.2,2016-06-14
2016,6,14,MID,26.0,185.6,2016-06-14
2016,6,14,TAD,6.0,567.4,2016-06-14
2016,6,14,UYD,1.0,55.0,2016-06-14
2016,6,14,CRS,5.0,0.5,2016-06-14
2016,6,14,DAS,12.0,6.0,2016-06-14
2016,6,14,FAS,24.0,3148.1,2016-06-14
2016,6,14,KKS,70.0,8.7,2016-06-14
2016,6,14,MSS,58.0,96.2,2016-06-14
2016,6,14,TAS,8.0,13.6,2016-06-14
2016,6,14,CGF,2.0,3.0,2016-06-14
2016,6,15,SWS,9.0,11827.0,2016-06-15
2016,6,15,GAD,12.0,28753.1,2016-06-15
2016,6,15,MID,26.0,185.6,2016-06-15
2016,6,15,TAD,6.0,567.4,2016-06-15
2016,6,15,UYD,1.0,55.0,2016-06-15
2016,6,15,CRS,5.0,0.5,2016-06-15
2016,6,15,DAS,12.0,6.0,2016-06-15
2016,6,15,FAS,24.0,3148.1,2016-06-15
2016,6,15,KKS,71.0,8.8,2016-06-15
2016,6,15,MSS,58.0,96.2,2016-06-15
2016,6,15,TAS,10.0,13.8,2016-06-15
2016,6,15,CGF,2.0,3.0,2016-06-15
2016,6,16,SWS,9.0,11827.0,2016-06-16
2016,6,16,GAD,14.0,29181.1,2016-06-16
2016,6,16,MID,32.0,186.5,2016-06-16
2016,6,16,TAD,6.0,567.4,2016-06-16
2016,6,16,UYD,1.0,55.0,2016-06-16
2016,6,16,CRS,5.0,0.5,2016-06-16
2016,6,16,DAS,12.0,6.0,2016-06-16
2016,6,16,FAS,24.0,3148.1,2016-06-16
2016,6,16,KKS,72.0,8.9,2016-06-16
2016,6,16,MSS,58.0,96.2,2016-06-16
2016,6,16,TAS,10.0,13.8,2016-06-16
2016,6,16,CGF,2.0,3.0,2016-06-16
2016,6,16,TNF,1.0,0.1,2016-06-16
2016,6,17,SWS,9.0,11827.0,2016-06-17
2016,6,17,GAD,15.0,29181.3,2016-06-17
2016,6,17,MID,33.0,186.6,2016-06-17
2016,6,17,TAD,6.0,1024.4,2016-06-17
2016,6,17,UYD,1.0,55.0,2016-06-17
2016,6,17,CRS,5.0,0.5,2016-06-17
2016,6,17,DAS,12.0,6.0,2016-06-17
2016,6,17,FAS,24.0,3148.1,2016-06-17
2016,6,17,KKS,73.0,9.0,2016-06-17
2016,6,17,MSS,58.0,96.2,2016-06-17
2016,6,17,TAS,10.0,13.8,2016-06-17
2016,6,17,CGF,2.0,3.0,2016-06-17
2016,6,17,TNF,1.0,0.1,2016-06-17
2016,6,18,SWS,9.0,11827.0,2016-06-18
2016,6,18,GAD,19.0,29207.3,2016-06-18
2016,6,18,MID,33.0,186.6,2016-06-18
2016,6,18,TAD,6.0,5024.4,2016-06-18
2016,6,18,UYD,1.0,55.0,2016-06-18
2016,6,18,CRS,5.0,0.5,2016-06-18
2016,6,18,DAS,12.0,6.0,2016-06-18
2016,6,18,FAS,24.0,3148.1,2016-06-18
2016,6,18,KKS,73.0,9.0,2016-06-18
2016,6,18,MSS,59.0,96.3,2016-06-18
2016,6,18,TAS,12.0,670.9,2016-06-18
2016,6,18,CGF,2.0,3.0,2016-06-18
2016,6,18,TNF,2.0,0.2,2016-06-18
2016,6,19,SWS,9.0,11827.0,2016-06-19
2016,6,19,GAD,19.0,29207.3,2016-06-19
2016,6,19,MID,33.0,186.6,2016-06-19
2016,6,19,TAD,7.0,42666.4,2016-06-19
2016,6,19,UYD,2.0,155.0,2016-06-19
2016,6,19,CRS,5.0,0.5,2016-06-19
2016,6,19,DAS,12.0,6.0,2016-06-19
2016,6,19,FAS,25.0,3148.2,2016-06-19
2016,6,19,KKS,73.0,9.0,2016-06-19
2016,6,19,MSS,60.0,126.3,2016-06-19
2016,6,19,TAS,12.0,831.9,2016-06-19
2016,6,19,CGF,2.0,3.0,2016-06-19
2016,6,19,TNF,2.0,0.2,2016-06-19
2016,6,20,SWS,9.0,11827.0,2016-06-20
2016,6,20,GAD,19.0,29207.3,2016-06-20
2016,6,20,MID,33.0,186.6,2016-06-20
2016,6,20,TAD,7.0,42666.4,2016-06-20
2016,6,20,UYD,2.0,440.0,2016-06-20
2016,6,20,CRS,5.0,0.5,2016-06-20
2016,6,20,DAS,12.0,6.0,2016-06-20
2016,6,20,FAS,25.0,3148.2,2016-06-20
2016,6,20,KKS,73.0,9.0,2016-06-20
2016,6,20,MSS,60.0,126.3,2016-06-20
2016,6,20,TAS,12.0,831.9,2016-06-20
2016,6,20,CGF,2.0,3.0,2016-06-20
2016,6,20,TNF,2.0,0.2,2016-06-20
2016,6,21,SWS,9.0,11827.0,2016-06-21
2016,6,21,GAD,19.0,29207.3,2016-06-21
2016,6,21,MID,33.0,186.6,2016-06-21
2016,6,21,TAD,7.0,42666.4,2016-06-21
2016,6,21,UYD,2.0,475.0,2016-06-21
2016,6,21,CRS,5.0,0.5,2016-06-21
2016,6,21,DAS,12.0,6.0,2016-06-21
2016,6,21,FAS,25.0,3148.2,2016-06-21
2016,6,21,KKS,73.0,9.0,2016-06-21
2016,6,21,MSS,60.0,126.3,2016-06-21
2016,6,21,TAS,12.0,831.9,2016-06-21
2016,6,21,CGF,2.0,3.0,2016-06-21
2016,6,21,TNF,2.0,0.2,2016-06-21
2016,6,22,SWS,9.0,11827.0,2016-06-22
2016,6,22,GAD,19.0,29207.3,2016-06-22
2016,6,22,MID,33.0,186.6,2016-06-22
2016,6,22,TAD,7.0,42666.4,2016-06-22
2016,6,22,UYD,2.0,475.0,2016-06-22
2016,6,22,CRS,5.0,0.5,2016-06-22
2016,6,22,DAS,12.0,6.0,2016-06-22
2016,6,22,FAS,26.0,3148.3,2016-06-22
2016,6,22,KKS,73.0,9.0,2016-06-22
2016,6,22,MSS,60.0,156.3,2016-06-22
2016,6,22,TAS,12.0,831.9,2016-06-22
2016,6,22,CGF,2.0,3.0,2016-06-22
2016,6,22,TNF,2.0,0.2,2016-06-22
2016,6,23,SWS,9.0,11827.0,2016-06-23
2016,6,23,GAD,19.0,33847.0,2016-06-23
2016,6,23,MID,33.0,186.6,2016-06-23
2016,6,23,TAD,7.0,42666.4,2016-06-23
2016,6,23,UYD,2.0,535.0,2016-06-23
2016,6,23,CRS,5.0,0.5,2016-06-23
2016,6,23,DAS,12.0,6.0,2016-06-23
2016,6,23,FAS,26.0,3148.3,2016-06-23
2016,6,23,KKS,74.0,9.1,2016-06-23
2016,6,23,MSS,60.0,156.3,2016-06-23
2016,6,23,TAS,12.0,831.9,2016-06-23
2016,6,23,CGF,2.0,3.0,2016-06-23
2016,6,23,TNF,2.0,0.2,2016-06-23
2016,6,24,SWS,9.0,11827.0,2016-06-24
2016,6,24,GAD,19.0,33847.0,2016-06-24
2016,6,24,MID,33.0,186.6,2016-06-24
2016,6,24,TAD,7.0,42666.4,2016-06-24
2016,6,24,UYD,2.0,705.0,2016-06-24
2016,6,24,CRS,8.0,0.8,2016-06-24
2016,6,24,DAS,12.0,6.0,2016-06-24
2016,6,24,FAS,26.0,3148.3,2016-06-24
2016,6,24,KKS,74.0,9.1,2016-06-24
2016,6,24,MSS,60.0,156.3,2016-06-24
2016,6,24,TAS,12.0,831.9,2016-06-24
2016,6,24,CGF,2.0,3.0,2016-06-24
2016,6,24,TNF,2.0,0.2,2016-06-24
2016,6,25,SWS,9.0,11827.0,2016-06-25
2016,6,25,GAD,19.0,33847.0,2016-06-25
2016,6,25,MID,33.0,186.6,2016-06-25
2016,6,25,TAD,7.0,42666.4,2016-06-25
2016,6,25,UYD,2.0,705.0,2016-06-25
2016,6,25,CRS,8.0,0.8,2016-06-25
2016,6,25,DAS,12.0,6.0,2016-06-25
2016,6,25,FAS,27.0,3148.3,2016-06-25
2016,6,25,KKS,74.0,9.1,2016-06-25
2016,6,25,MSS,59.0,156.3,2016-06-25
2016,6,25,TAS,14.0,835.0,2016-06-25
2016,6,25,CGF,2.0,3.0,2016-06-25
2016,6,25,TNF,2.0,0.2,2016-06-25
2016,6,26,SWS,9.0,11827.0,2016-06-26
2016,6,26,GAD,20.0,33850.0,2016-06-26
2016,6,26,MID,34.0,186.7,2016-06-26
2016,6,26,TAD,12.0,42696.9,2016-06-26
2016,6,26,UYD,4.0,785.2,2016-06-26
2016,6,26,CRS,8.0,0.8,2016-06-26
2016,6,26,DAS,15.0,26.2,2016-06-26
2016,6,26,FAS,32.0,3201.5,2016-06-26
2016,6,26,KKS,74.0,9.1,2016-06-26
2016,6,26,MSS,60.0,156.4,2016-06-26
2016,6,26,TAS,15.0,836.9,2016-06-26
2016,6,26,CGF,2.0,3.0,2016-06-26
2016,6,26,TNF,2.0,0.2,2016-06-26
2016,6,27,SWS,9.0,11827.0,2016-06-27
2016,6,27,GAD,24.0,40485.0,2016-06-27
2016,6,27,MID,35.0,187.7,2016-06-27
2016,6,27,TAD,23.0,42981.3,2016-06-27
2016,6,27,UYD,13.0,816.7,2016-06-27
2016,6,27,CRS,8.0,0.8,2016-06-27
2016,6,27,DAS,18.0,48.0,2016-06-27
2016,6,27,FAS,41.0,3255.5,2016-06-27
2016,6,27,KKS,74.0,9.1,2016-06-27
2016,6,27,MSS,60.0,156.4,2016-06-27
2016,6,27,TAS,15.0,836.9,2016-06-27
2016,6,27,CGF,2.0,3.0,2016-06-27
2016,6,27,TNF,2.0,0.2,2016-06-27
2016,6,28,SWS,9.0,11827.0,2016-06-28
2016,6,28,SWS,9.0,11827.0,2016-06-28
2016,6,28,GAD,25.0,40485.0,2016-06-28
2016,6,28,MID,35.0,187.7,2016-06-28
2016,6,28,TAD,25.0,45618.2,2016-06-28
2016,6,28,UYD,14.0,1715.8,2016-06-28
2016,6,28,CRS,8.0,0.8,2016-06-28
2016,6,28,DAS,19.0,49.8,2016-06-28
2016,6,28,FAS,41.0,3256.0,2016-06-28
2016,6,28,KKS,74.0,9.1,2016-06-28
2016,6,28,MSS,60.0,156.4,2016-06-28
2016,6,28,TAS,15.0,836.9,2016-06-28
2016,6,28,CGF,2.0,3.0,2016-06-28
2016,6,28,TNF,2.0,0.2,2016-06-28
2016,6,28,GAD,25.0,41698.7,2016-06-28
2016,6,28,MID,35.0,187.7,2016-06-28
2016,6,28,TAD,27.0,45894.5,2016-06-28
2016,6,28,UYD,15.0,1716.8,2016-06-28
2016,6,28,CRS,8.0,0.8,2016-06-28
2016,6,28,DAS,19.0,49.8,2016-06-28
2016,6,28,FAS,41.0,3279.2,2016-06-28
2016,6,28,KKS,78.0,9.5,2016-06-28
2016,6,28,MSS,63.0,160.7,2016-06-28
2016,6,28,TAS,15.0,836.9,2016-06-28
2016,6,28,CGF,2.0,3.0,2016-06-28
2016,6,28,TNF,2.0,0.2,2016-06-28
2016,6,30,SWS,9.0,11827.0,2016-06-30
2016,6,30,GAD,25.0,42498.7,2016-06-30
2016,6,30,MID,35.0,187.7,2016-06-30
2016,6,30,TAD,27.0,46113.7,2016-06-30
2016,6,30,UYD,16.0,1716.8,2016-06-30
2016,6,30,CRS,8.0,0.8,2016-06-30
2016,6,30,DAS,19.0,49.8,2016-06-30
2016,6,30,FAS,41.0,3280.8,2016-06-30
2016,6,30,KKS,80.0,9.7,2016-06-30
2016,6,30,MSS,64.0,160.8,2016-06-30
2016,6,30,TAS,15.0,836.9,2016-06-30
2016,6,30,CGF,2.0,3.0,2016-06-30
2016,6,30,TNF,2.0,0.2,2016-06-30
2016,7,1,SWS,10.0,11829.0,2016-07-01
2016,7,1,GAD,25.0,43742.6,2016-07-01
2016,7,1,MID,35.0,187.7,2016-07-01
2016,7,1,TAD,28.0,48338.5,2016-07-01
2016,7,1,UYD,16.0,1716.8,2016-07-01
2016,7,1,CRS,8.0,0.8,2016-07-01
2016,7,1,DAS,19.0,49.8,2016-07-01
2016,7,1,FAS,40.0,3280.8,2016-07-01
2016,7,1,KKS,80.0,9.7,2016-07-01
2016,7,1,MSS,64.0,160.8,2016-07-01
2016,7,1,TAS,14.0,836.9,2016-07-01
2016,7,1,CGF,2.0,3.0,2016-07-01
2016,7,1,TNF,3.0,0.3,2016-07-01
2016,7,2,SWS,10.0,11828.9,2016-07-02
2016,7,2,GAD,26.0,54352.6,2016-07-02
2016,7,2,MID,35.0,187.7,2016-07-02
2016,7,2,TAD,38.0,52302.9,2016-07-02
2016,7,2,UYD,16.0,1884.3,2016-07-02
2016,7,2,CRS,8.0,0.8,2016-07-02
2016,7,2,DAS,19.0,49.8,2016-07-02
2016,7,2,FAS,40.0,3299.9,2016-07-02
2016,7,2,KKS,80.0,9.7,2016-07-02
2016,7,2,MSS,64.0,158.3,2016-07-02
2016,7,2,TAS,14.0,836.9,2016-07-02
2016,7,2,CGF,2.0,3.0,2016-07-02
2016,7,2,TNF,3.0,0.3,2016-07-02
2016,7,3,SWS,10.0,11828.9,2016-07-03
2016,7,3,GAD,28.0,58893.6,2016-07-03
2016,7,3,MID,35.0,187.7,2016-07-03
2016,7,3,TAD,30.0,52323.0,2016-07-03
2016,7,3,UYD,16.0,1884.3,2016-07-03
2016,7,3,CRS,8.0,0.8,2016-07-03
2016,7,3,DAS,19.0,49.8,2016-07-03
2016,7,3,FAS,40.0,3299.9,2016-07-03
2016,7,3,KKS,80.0,9.7,2016-07-03
2016,7,3,MSS,64.0,158.3,2016-07-03
2016,7,3,TAS,14.0,836.9,2016-07-03
2016,7,3,CGF,2.0,3.0,2016-07-03
2016,7,3,TNF,3.0,0.3,2016-07-03
2016,7,4,SWS,10.0,11828.9,2016-07-04
2016,7,4,GAD,28.0,59003.8,2016-07-04
2016,7,4,MID,35.0,187.7,2016-07-04
2016,7,4,TAD,33.0,52323.3,2016-07-04
2016,7,4,UYD,16.0,1884.3,2016-07-04
2016,7,4,CRS,8.0,0.8,2016-07-04
2016,7,4,DAS,19.0,49.8,2016-07-04
2016,7,4,FAS,40.0,3299.9,2016-07-04
2016,7,4,KKS,82.0,9.9,2016-07-04
2016,7,4,MSS,64.0,158.3,2016-07-04
2016,7,4,TAS,14.0,836.9,2016-07-04
2016,7,4,CGF,2.0,3.0,2016-07-04
2016,7,4,TNF,3.0,0.3,2016-07-04
2016,7,5,SWS,10.0,11828.9,2016-07-05
2016,7,5,GAD,28.0,59003.8,2016-07-05
2016,7,5,MID,35.0,187.7,2016-07-05
2016,7,5,TAD,34.0,52756.4,2016-07-05
2016,7,5,UYD,16.0,1884.3,2016-07-05
2016,7,5,CRS,8.0,0.8,2016-07-05
2016,7,5,DAS,19.0,49.8,2016-07-05
2016,7,5,FAS,40.0,3299.9,2016-07-05
2016,7,5,KKS,82.0,9.9,2016-07-05
2016,7,5,MSS,64.0,158.3,2016-07-05
2016,7,5,TAS,14.0,836.9,2016-07-05
2016,7,5,CGF,2.0,3.0,2016-07-05
2016,7,5,TNF,3.0,0.3,2016-07-05
2016,7,6,SWS,10.0,11828.9,2016-07-06
2016,7,6,GAD,28.0,60488.5,2016-07-06
2016,7,6,MID,35.0,187.7,2016-07-06
2016,7,6,TAD,38.0,54087.7,2016-07-06
2016,7,6,UYD,16.0,1884.3,2016-07-06
2016,7,6,CRS,8.0,0.8,2016-07-06
2016,7,6,DAS,19.0,49.8,2016-07-06
2016,7,6,FAS,40.0,3299.9,2016-07-06
2016,7,6,KKS,82.0,9.9,2016-07-06
2016,7,6,MSS,64.0,158.3,2016-07-06
2016,7,6,TAS,14.0,836.9,2016-07-06
2016,7,6,CGF,2.0,3.0,2016-07-06
2016,7,6,TNF,3.0,0.3,2016-07-06
2016,7,7,SWS,10.0,11828.9,2016-07-07
2016,7,7,GAD,29.0,60732.7,2016-07-07
2016,7,7,MID,35.0,187.7,2016-07-07
2016,7,7,TAD,38.0,54128.7,2016-07-07
